pelicula,genero,duracion,fecha_estreno,reparto_principal,calificacion,fecha_resena,contenido_resena,sentimiento
24. Rescatando al soldado Ryan,N/A,Tiempo de ejecución,1998,"Tom Hanks, Matt Damon, Tom Sizemore",9,15 ago 1999,N/A,0.0
24. Rescatando al soldado Ryan,N/A,Tiempo de ejecución,1998,"Tom Hanks, Matt Damon, Tom Sizemore",10,16 nov 1999,"I have never been affected by a movie the way Saving Private Ryan affected me. That movie really took me out of my seat in the movie theater and practically had me believing I was really in the battle with John Miller. When somebody was dying in that movie, it felt as if you could almost feel their pain. Speilberg did an unbelievable job of putting realism into this movie with the camera-work and everything else. Simply amazing. An all time great.",0.25833333333333336
24. Rescatando al soldado Ryan,N/A,Tiempo de ejecución,1998,"Tom Hanks, Matt Damon, Tom Sizemore",10,28 jul 1998,"It gives a million reason why no one should go to war and one very powerful reason to go to war. It is a soul numbing realistic depiction of what our grandfathers, fathers, uncles, brothers and sons have faced in humanities darkest moments. Not just in WWII but in any war. No one can see this movies without being altered in some way. No one should miss it with the EXCEPTION of those war veterans that have already been there. The surround sound puts the audience in the middle of the battle.

Steven Spielberg has out done himself and effectively held up a mirror to civilization for events to which we should all be ashamed of, rather than appalled at the movie for its real life depictions. I suggest that this movie be made standard view for congress as well as the President each and every time the question of war comes up. This movie would not stop future wars but I would hope the objectives would be much more clearly defined. I say this as a US Marine.",0.1415151515151515
24. Rescatando al soldado Ryan,N/A,Tiempo de ejecución,1998,"Tom Hanks, Matt Damon, Tom Sizemore",9,9 dic 2016,N/A,0.0
24. Rescatando al soldado Ryan,N/A,Tiempo de ejecución,1998,"Tom Hanks, Matt Damon, Tom Sizemore",10,11 may 2015,This film is an absolute masterpiece. It shows that war isn't always glamorous. Steven Spielberg won a Best Directing Oscar for his work on this film and the film went on to win four others. It is gritty and bloody and it shows that wars aren't won by weapons but by soldiers. The cast shine as the group of soldiers tasked with finding Private Ryan. Along the way they encounter the harsh truth and real meaning of war. It boasts impressive battle sequences and the stylish cinematography makes the film truly beautiful. The opening beach sequence is possibly the greatest opening scenes in movies. Tom Hanks is spell binding as the commander who has no idea about the harsh truth of war. Overall a truly amazing film.,0.30937500000000007
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",10,17 dic 2004,"Cidade de Deus seems to have a lot of praise on the IMDb boards, and with good reason too. It simply is, in my opinion, one of the best contemporary films ever made.

Based on true events and characters who live in the overlooked and poverty stricken slums in the shadows of Rio de Janiero, where life expectancy doesn't reach the 30's and drug dealers are kings.

The tale of the City of God, and its myriad of characters is told by Rocket, a young man who struggles to make something of his life, other than to wind up another victim of drugs or gang wars.

Not only are the characters in City of God absolutely fascinating, and also very endearing, but also convincingly acted by groups of young and unknown actors. The stoies are well-told, and at times, funny, and at others, brutally shocking.

The cinematic style of the film gives a nod to Tarantino, with some clever time-jumping, freeze-framing, and texts indicating another chapter of the film. In every sense, a bit of a Brazillian ""Pulp Fiction"" or ""Goodfellas"", but with its own unique flavour to it.

The City of God is a marvel, and a highly recommended film to watch, but not recommended for the over-sensitive or easily distressed.",0.22121870882740452
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",10,27 nov 2004,"The film revolves around the, 'City of God,' a favela (or ghetto) in Rio de Janeiro, Brazil, a horrifying area where drug dealers run the community, and where children killing children is not an uncommon occurrence.

The story begins with the early stages of the City of God (in the 1960's) showing where many of the problems stem from- the extreme poverty, overcrowding etc. Here, in the early stages of the favela, we meet our main characters, along with the supporting cast. The story revolves mainly around two characters living in the favela, Rocket and Lil Ze, and how they take two different paths through life. Rocket's dream is to become a photographer and to escape the City of God while Lil Ze becomes a powerful gang leader and drug dealer.

The film offers an unflinching look at gang life in the City of God, as it follows the favela through three decades; the 60's, 70's and 80's, and shows how violence just spirals into more violence with the disturbingly high amounts of violence in the favela, most involving teenagers and children.

The direction, cinematography, and editing are all Oscar-worthy. The cinematography is some of the best I have ever seen- with a very visceral, jerky feel, very reminiscent of Saving Private Ryan. The editing is very frantic, which makes you feel like you are on the streets of the City of God, and the direction is flawless, seamlessly blending the many elements of the story.

The film was definitely one of the best films I have ever seen. The story, the direction, the cinematography, the editing and the acting all add up to make a excellent movie that I would recommend to all.

10/10, A+

Would also recommend: Bus 174 and Carandiru",0.28216049382716046
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",10,9 jun 2017,"Such an amazing film that deserves the accolades and acclaimed hype it's garnered. One of the best foreign language films there is and one of the best films personally seen recently, after a long time of being on my to see list but taking a while to get round to it due to being so busy and going through a difficult phase.

Perhaps 'City of God' is not for everybody. It is not some audience members' idea of being entertaining, and is pretty unflinching, uncompromising and challenges the viewer. It does, with that being said, a superlative job bringing those qualities to life, and there are others, including myself, who judge films by what they set out to do rather than just wanting to be ""entertained"". There are many hugely entertaining films, while there are others that are clearly intended to be things other than entertainment and either are deep character studies, deliberate mood pieces and poignant dramas and shouldn't be denounced because of stereotypical views of what a film should be like.

'City of God' is very well made, with some stunning and hard-hitting images, even if the budget is not high or enormous. It's all audaciously shot and edited with a lot of gritty atmosphere and sense of tension. The music fits well and has some haunting moments without being intrusive, while Fernando Meirelles's direction, particularly in the visual style, is superb.

The story is not hard to follow, with lots of provoking thought, tension and emotion, while the action is positively explosive, frighteningly brutal and designed with a real meticulousness. In no way either does it glamorise crime and gives an unflinching view of gangland rivalry, provoking comparisons to Martin Scorsese and 'Goodfellas'.

Alexandre Rodrigues and Leandro Firmino da Hora are fabulous in their roles and carry the film and their compellingly real characters adeptly.

Overall, a masterwork. 10/10 Bethany Cox",0.1381019656019656
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",N/A,16 may 2003,N/A,0.0
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",10,25 oct 2004,N/A,0.0
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",10,29 mar 2005,"I have seen this movie only recently (2005) and it's easily one of the better foreign films I have seen. Actually, it's probably just about one of the best films I had ever seen.

The characters really make this movie come alive with each of their compelling personalities shining though in the backdrop of oppressive conditions and constant violence. One thing which clearly comes to mind is ""Lil' Dice's"" ear to ear smile - so vivid and yet so ironic since he personifies pure evil.

The City of God is a world you don't want to visit, it won't be featured on a post card, and it's said to be the city ignored by god himself. This movie makes you feel uncomfortable, puts you on the edge of your seat -- you are right into the middle of the City and you too are caught up in it's violent temptation. More importantly, it's about the triumph of the human spirit against all odds.

This movie in effect is fast paced and hard to follow (with the added stress of subtitles over Portuguese), but it's worth it; and in fact really adds to the impetuous and impulsive undertones of the movie. In addition, the quintessential Brazilian music blending into the film like a well made Caprahina makes it feel authentic like the Italian music in the God Father.

You see the flaws of these men played out in an almost fatalistic nature -- hated, greed, futility; and in it all we see ourselves, our own flaws, and our own condition.",0.10429292929292931
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",10,7 ene 2003,"The film, directed by Fernando Meirelles, tells the story of life in the slums of Rio de Janeiro, in an area known as the Cidade De Deus, the City of God. The story is told from the narration of the young photographer, Rocket. The different scenarios of life that make up the wider-story are presented in Pulp Fiction style chapters, complete with on-screen titles for each different story component. The story covers all the facets of the life, charting the growth of several key members of the gangs from childhood through to young adulthood, with their transformation from young hoodlums to local drugs barons. The final parts of the story focus on the battle within the Cidade De Deus between two different groups, when business and personal matters lead to an unavoidable confrontation. And what a confrontation it is, although details will not be given away here. The result is a powerful telling of life based around real-life events.

Martin Scorsese seems to have a heavy influence on the direction of this picture, with many moments looking familiar to fans of the legendary American filmmaker. Close ups, sweeping scene shots, freeze-and-zoom shots, and a frenzied handheld approach are all trademarks that will be recognisably traceable to Scorsese, having been used throughout his career. Many shots remind the viewer of Scorsese's narrative dialogue-camera relationship in Goodfellas, in which the camera was used to brilliant effect to highlight the main points in the script. This technique is used heavily in the first twenty minutes of Cidade De Deus, with the freeze frame trick being used to introduce the story's main characters alongside the dialogue of narrator, Rocket.

Throughout the film one cannot help but watch a scene and think, 'I've seen that in Raging Bull, Goodfellas, or Casino', and this may make some look less favourably on the film's direction. However, it is not fair to consider this 'a Brazilian Goodfellas', as one critic has observed. The story has parallels - the underlying ideas of gangsters, drugs and violence -, the direction is similar, and the story is told with narration, much like Ray Liotta's role in Scorsese's epic. But to regard this film in terms of what styles it repeats or nods it's hat to, is to be very ignorant. Fernando Meirelles, has done a wonderfully hypnotic job of blending the old styles, and bringing them up to date with flashy and sometimes dangerously kinetic direction and editing. Look only to the leaving-party scene in which strobe lighting is used to extraordinary effect, almost suffocating the story below a bombardment on the visual senses. Think of a crossover between the visual energy of the Matrix and the violence of the club scene in Bad Boys.

Cidade De Deus is much more than a directorial assault on the senses. As Raul Walsh said if you don't have a story you have nothing, and many flashy Hollywood films have fallen short in using 'ultra-modern' direction to disguise the fact that no substantial story exists underneath. Cidade De Deus is most brilliant in that it combines directorial and editorial brilliance with a story that is almost second to none in recent times. Only the true greats manage to cater to these two needs of cinema, and this is one that does. The direction is amazing, but not to disguise the story flaws, and the story is brilliant, but does not overwhelm directorial originality. But simply, Cidade De Deus is a perfect film for avid fans of cinematography, and those just in search of two hours of a bloody good story.

I cannot decide yet if I would consider this better than Amores Perros, but it is certainly not inferior. The at-the-same-time stylish and brutal visuals of Amores Perros are replaced by a grittier, more hands on approach to the subject. Whilst in Amores Perros the characters took precedent, in Cidade De Deus the location is as big a character as those who live there. As a result we get a much greater feeling of the environment in which the characters exist, and so it is perhaps easier to empathise, and/or sympathise with them. As the official press synopsis says, Cidade De Deus is a character, but is a place not a person. Amores Perros triumphs in creating relationships between the audience and the characters, as it concentrates for a long time on relatively few people, each of whom we grow to know and ultimately care about, which is important for the emotional impact of the film. Cidade De Deus deals with dozens, even hundreds, of characters, and so it is only a minority that we become attached to. This means that while the film leaves a lasting impact we are not left with the same inquisitiveness about the future for the characters that we meet in Amores Perros. Both films leave open ends, but Cidade De Deus feels closed. Whether you consider this a good or bad thing is a matter for personal choice.

Cidade De Deus is essential viewing, and is cinema at its most brilliant. It will of course feel the wrath of critics who will dwell on the almost unimaginably high body count, but there are always those who will reject violence in the movies. In fact the violence in Cidade De Deus, even the apocalyptic ending, is not as raw and bloody as many will expect. Blood spilling is a rare sight, and the violence rests mostly, but not always, on choreography rather than in your face bloodshed. The result is violence, but it is often so artistic that it looks beautiful rather than deterring. Like Scorsese's Taxi Driver the violence is abhorrent, but admirable from a cinematic perspective.

In short, this is a superb achievement, and is easily one of the best films of the year, and of the decade so far. Like it's predecessors, this is the latest film to come out of South America that indicates the emergence of major new talent in filmmaking. Hollywood beware.",0.14467956063544304
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",9,27 sep 2018,I agree with the other positive reviews here. I just saw this again after 15 years - still far exceeds anything made today when it comes to struggles of troubled youth in urban slums plagued by drugs and violence. So raw. So shocking to the system. Highly recommended!,-0.16606206293706294
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",10,6 jun 2003,"I knew nothing of this film before I saw it by chance in a rare Pub open screening, but boy was I glad I got the chance to take a look. I was riveted all night - I completely ignored my friends! I thought it was an awesome re-enactment of a true story - powerful, moving, raw, real - and even funny in parts. I walked away afterwards, beaming. It's rare a great film like this is made, especially these days. I gave it ten out of ten. Please see it if you can.",0.25961538461538464
25. Ciudad de Dios,N/A,Tiempo de ejecución,2002,"Alexandre Rodrigues, Leandro Firmino, Matheus Nachtergaele",8,15 jun 2015,"Li'l Zé and his gang is having fun chasing a runaway chicken in a Rio favela called the Cidade de Deus ""City of God"". The chicken comes to Rocket with his camera. Then flashbacks to the 60s tell the story of Rocket who becomes the photographer of his friends. Li'l Zé and his best friend Benny grow up to be the crime boss of the city. There's Carrot who is a criminal leader tolerated by Benny and there's Knockout Ned who turned away from crime.

It is truly a new Godfather. It is the harsh brutality of the slums. It's the randomness of the world. It beats with a human heart. It's a little messy. It's visceral. The kids are played by kids. The criminals are remorseless. The amateur actors are authentic. The cinematography is terrific. The location can't get more real. It is a new crime masterpiece.",0.01356060606060607
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",10,1 dic 2009,N/A,0.0
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",10,14 dic 1999,"""The Green Mile"" is one of my favorite Stephen King books and I have read it several times. I was anxiously anticipating the film version, but was concerned that the emotional impact of the book could not be replicated on screen. Fortunately this wonderful story was adapted by Frank Darabont, who did such a magnificent job bringing King's ""Shawshank Redemption"" to the screen. He does the same high quality work with ""The Green Mile"". The story is faithful to the book, only losing details that were not important to the story anyway. The casting is superb - every actor is perfectly suited for his role and does an excellent job, although I would like to single out Doug Hutchison. His portrayal of the detestable Percy is right on the mark and suggests complexities in this character I had not discovered in the book. The length is about three hours and it seems that critics are complaining about that. I can't understand the complaints. The film never drags and is never dull, and it certainly didn't feel three hours long. The length is needed to tell this story the way it should be told, and the story is so very engrossing. Best of all, Darabont and the actors bring so much emotion ot the screen, that I cried like a baby through several scenes. ""The Green Mile"" will haunt you.",0.27831128747795414
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",10,4 sep 2012,"There's a reason why this Oscar winning tour de force is #67 ranked of all films on IMDb, despite the fact that it's 3 hours long and has some truly grisly scenes (not for the squeamish, children, or a first date.)

It's chock full of outstanding performances, not only from Hanks, but also from the many supporting characters, all who are rich and full. It will seem slow to the impatient, but will be richly rewarding for those with the stamina to make it to the end.

It will certainly get you thinking about capital punishment and perhaps different shades/degrees of evil. It is either a deeply moving spiritual tale or a wonderfully creepy journey down the rabbit hole of Stephen King's mind; take your pick. Either way, I put it right up there on my desert island list with the likes of Shawshank Redemption. It is definitely required watching.",0.08497474747474745
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",10,8 ene 2000,"The Green Mile is a masterwork. This is film as art, at it's very best. The depth of the cast is extraordinary, with all of the players delivering excellent performances. There is a clear sense here that all involved in the production knew that this was something special, and gave it their all. See this film if you truly enjoy actors giving everything to their craft. Watch for the countless subtleties of expression, and the great power that the cast creates with silence. This is evident in the opening sequence and remains throughout. Above all, Michael Duncan as John Coffey is exceptional. He brings gripping emotion to a unique, fascinating character.

The Green Mile should bring you joy, laughter, and if you are like most in the theater this night, tears.

BRAVO!",0.4170634920634921
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",N/A,14 dic 1999,"Having seen the movie, The Green Mile, and read the novel of the same name by Stephen King, I am glad to say that the movie stays true to the book, which in itself is a great read. I read the book in one setting about a year ago, and after seeing the movie, I didn't see one scene from the book, or one plot point, left out. There were a few minor changes from the book but which in no way detract from either work. As far as performances, I can imagine many people pointing to Michael Duncan as John Coffey or Tom Hanks as Paul Edgecomb as the best performances of the movie, and they are good, but I would hope that Michael Jeter would receive recognition for portraying Eduard Delacroix. He plays Delacroix exactly as I pictured him when I read the book. I can very well see why King himself said this is his favorite of the movies adapted from his novels. It is the only one played out as he had written it. I wouldn't compare this movie or the book to (Rita Hayworth and) The Shawshank Redemption because that would be unfair to both. They are both great, but are both different. The Green Mile isn't a movie about hope and friendship, as The Shawshank Redemption was, it is a movie about a miracle of a man, and the people he affects. But like The Shawshank Redemption, I give The Green Mile 4 out of 4 stars. Great story, great cast, great look.",0.28124999999999994
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",10,7 ene 2012,"GREATEST FILM I HAVE EVER SEEN. i remember seeing it when it first came out when i was 12 years old. now i just finished watching it and have gone through practically a whole box of tissues...

that pure, love and honesty was portrayed so exquisitely well by Michael Clarke Duncan... it made me want to tear my hair out. If there is anything in this world which reminds me of true human love and compassion, it is this film. If you ever give up hope on humanity and the destruction which our disgusting race has brought to this world, watch ""The Green Mile"" Hopefully it will change your outlook a little bit like it just has mine.

11/10 SHOULD HAVE WON ALL THE AWARDS AVAILABLE THE YEAR OF IT'S RELEASE.",0.22334183673469382
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",10,9 feb 2000,"Frank Darabont returns to the directors chair with another adaptation of Stephen Kings novel. The events take place at a death row, the guards call the green mile. The story is a layered, rather character-driven fantasy tale of the events that transpire at ""the mile"" after the arrival of a giant man, John Coffey (Michael Duncan), convicted of the murder of two small girls. Actually this is not one single story, but several tied together seamlessly.

A character-driven movie requires a lot from the cast, and fortunately when it comes to cast, The Green Mile delivers. As the poster of the movie tells, this movie stars Tom Hanks as Paul Edgecomb, senior prison guard of the mile, and as always he performs very well indeed. Yet the cast around him is even more spectacular, perhaps partially due to them being relatively unknown. With a face you know, one inevitably remembers previous performances, and the new role is coloured by this. Doug Hutchison as Percy Wetmore, a mean spirited prison guard was particularly impressive, yet his character could have been given more depth. The most captivating was the performance of Michael Duncan.

It is hard to find a flaw in this movie. The camerawork is superb, cast wonderful and direction flawless. The movie's considerable length, a bit over three hours, is something that had me worried. Yet the marvellous cast and the peaceful yet firm pace of the movie held my attention progressively through the three hours right to the touching culmination. Many will find this movie to be too long, but I for one was delighted of the style, combination of simplicity of events and depth of characters and conversation.

All in all the The Green Mile is a very touching drama, with the joys and sorrows of the life pictured with great skill, if not the best movie of the year. Five out of five.",0.2706363081363082
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",9,28 oct 2009,"The world is teeming with wretched prisons wherein all manner of men are housed. Because these men are said to have committed a crime, the places are manifest and most men serving there, have earned their stay. However, as history has shown, there are innocent men incarcerated as well. Occasionally, one of these innocents are not only imprisoned, but are further remembered because their life becomes legend. In this case, the realization is nothing short of incredible as the new prisoner is a natural empath. Steven King the prolific American horror writer, chronicles this unusual story in a Louisanna prison where one Joe Coffee, (Michael Clarke Duncan) a huge, nay, enormous Black man, having been convicted of murder, is sentenced to be executed, by electrocution. Tom Hanks( And Dabbs Greer) plays Paul Edgecomb, an aging Prison Guard, who recalls his years in the state prison. Working on 'Death Row' or "" The Green Mile "", Mr. Edgecomb recalls Mr. Coffee's arrival and the strange events during his stay. With sympathetic Guards, like Brutus Howell (David Morse), Dean Stanton (Barry Pepper), Harry Terwilliger (Jeffery Demunn and one particular sadistic guard called Percy Wetmore (Doug Hutchison), Edgecomb recollects his discovery of the man's unusual healing powers and the surprising revelations concerning his innocence. The story is crafted by Steven King and it's application to the silver screen is perhaps one of the finest adaptation ever done. Duncan is magnificent and has a superb ability to allow the audience to learn his true purpose. Were it not for the sadistic behavior of Hutchison, who earned his ultimate reward, the story would not have carried it's genuine sympathetic awe which gave this movie it's Classic status. A great film and a must for true movie fans. ****",0.2914838035527691
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",10,24 ene 2000,N/A,0.0
26. Milagros inesperados,N/A,Tiempo de ejecución,1999,"Tom Hanks, Michael Clarke Duncan, David Morse",9,19 abr 2023,This is the first time I ever saw this fantastic actor. There is something very interesting going on behind his eyes and compelling about everything he does when he is on screen. Do people know how truly rare that is? He's watchable from the moment he shows up to the moment he's gone and you can't wait for him to show up again. That is serious start quality. I have sense come to love him in everything he's been in. I even watched a superhero movie because he was in it lol. Just kidding. Superhero movies have good and bad just like every other genre. I love great acting and great actors. Sam Rockwell is one of my favorites.,0.2776041666666667
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",9,19 dic 2021,"Emotional extremes abound, this story takes you round and around, elevating high, then smashing you down, your guiding light, an endearing clown.

The essence of all that's right, that's wrong, a fathers love for his wife and son, to the thieves of liberty with power - and a gun; the worst of man, the world undone.",-0.0009841269841269872
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",10,5 dic 1999,"I am surprised about the negative comments that some people made on this web-page. I can see how some people might not experience the same kind of uplift or joy that most of us lived through when seeing the movie. But that some viewers felt insulted and betrayed because the movie did not depict ""reality"" as it really was or is, is not fair.

I must concur with my fellow proponents of the movie -- it was a great and very satisfying movie. It provided me with something that everyone in one or another shape or form needs -- Hope. The movie showed the cruelty of life and yet managed to shed some light and insight into the beauty of love and life in general.

I urge anyone who has not seen La Vita è bella to go out there and watch it. If we all take with us just little bit of that hope and love that this movie is trying to convey; this world would be a much better place.

Thank you for reading this and I hope you enjoyed or will enjoy the movie as much as I did.",0.3085526315789474
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",9,28 ago 2000,"This is one of those movies that have a lasting effect on you. After watching it, I found that it has less to do with the Holocaust and more to do with the human feelings and the beautiful relationship of a father and his son. The holocaust provides the ultimate context, that brings and highlights the story and adds yet another deep dimension to the movie. No such piece of art has ever before combined laughter and tears of sadness in me before and that is the miracle of the movie. The realism of the movie is not its strong point, but then again it is not supposed to be; this helps in bringing the audiences to a state of mind away from reality, focusing on the feelings generated by forgetting about all external events and developments of the war. Despite that, the movie does not fail to point out an element of the nazi psychology demonstrated by the doctor who was obsessed with riddles. This portrayed the nazi 'state of mind' (if ever such an expression existed) as a sick mentally disturbed state. Life is really beautiful as you watch Guido's relentless efforts to make a lovely exciting experience of the concentration camp to his son. You get exhausted just watching him going through his painful day and yet you smile as he speaks to his son and makes him laugh. One can go on forever describing the creativity of this movie, but one will not be able to capture all its beauty in writing.",0.09575569358178054
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",10,26 mar 2000,"I find it sad that so many people are so narrow-minded that they will not watch a movie that is black and white or, in this case, is subtitled. I feel sorry for people who refuse to watch a movie like Life Is Beautiful just because it is a foreign film. They have no idea what a beautifully acted and directed film this is, and they'll never know what an amazing experience they are missing.

Life Is Beautiful manages to walk the extremely thin line between humor, fantasy, and tragedy. Sure, the film is clearly comedic, but nevertheless it manages to very effectively communicate the tremendous losses suffered in the Nazi concentration camps and has scenes at least as intense as any scene in Schindler's List.

This is one of the best films that I have ever seen. It manages to be so encompassing that you hardly notice the subtitles are even there. I proudly cast my vote of 10.",0.2323809523809524
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",N/A,22 oct 2004,"I can't understand how other reviewers see this as a film about the Nazis or the Holocaust. It's not!!! ""Life is Beautiful"" is a film about love, optimism, courage and inner strength.

To be honest I can't get this film out of my thoughts and decided to write this brief review in the hope that I could move on.

""Life is Beautiful"" is an unforgettable film. You go through emotions you were surprised could have for a fictional film. The story, although totally implausible, is uplifting and depressing at the same time.

Please see it for yourself. Have a box of tissues handy.

Best film ever seen!!!",0.2970572916666667
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",10,29 ene 2006,"The first time I saw the movie was when I was about seventeen or so, and I never forgot it. The incredibly human characters (such as the doctor who loved riddles), the fantastic script-writing, the amazing acting, and of course the heartwarming story. This movie proves once and for all how strong we are, as humans, that in the face of adversity we can make the best of things. There is so much love in the characters; Dora's love for her husband Guido is boundless, as well as Guido's love for his son. Sure, it's a slightly unrealistic movie, but hey, aren't they all a little unrealistic? I've also seen people review this movie and say that it made light of the Holocaust, which was of course a dark point in history. I don't think so; I think that it's only delicately handled, and because of that, the movie is one that a person can watch in one sitting without being thoroughly disgusted by mankind. I would say that those who think this movie is too ""light"" are cynical and bitter. The whole point to the movie is to show what love is capable of, and to provide encouragement and perhaps guidance. This movie changed my life from the first time I watched it. I came away with this feeling that no matter what I have to face in life, that I can overcome it. This is a movie that I would recommend to anyone over the age of eleven. The acting is superb (though Roberto Benigni is a little over-the-top, LOL), the story heartwarming and easy to understand. It's excellent!",0.1795045045045045
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",9,25 feb 1999,"Roberto Benigni's Vita e bella, is in many ways similar to Chaplin's Great Dictator. Both are comic attacks on fascism, but the former's is the more successful. Benigni initially accesses the emotions of his audience through simple comedy, which is a pleasant mix of Keaton and Chaplin. Romance ensues with his real life wife Nicoletta Braschi. The first half of this film has been seen by various critics as being inferior to the second, but this is certainly not the case. In the first section we follow the delightful romance that will eventually lead to marriage and the creation of the wonderful Giosue (Giorgio Cantarini).

It is the first half where the audience can laugh the loudest and delight at the immense comedy talent of Benigni. Unlike so many films nowadays there is nothing crude or course, his is simple innocent humour, which is all the more effective. The way he ties together little strand in the film to create comedy elements shows a great writing ability, and a mastery of timing when it comes to their execution on screen. Various incidents related to the rise of anti-semitism and fascism in Italy show that there are sinister forces at work which come to the fore in the second segment.

Guido (Benigni) moves events on from Tuscany in 1939 to the last year of the war in a concentration camp. In this period he and Dora (Braschi) have had their son Giosue (Cantanarini). The five year old greatly reminds me of Toto in Cinema Paradiso, and plays an equally important role in his prospective film (though in Paradiso's case it is at the beginning of the movie). The relationship between the two is very similar to that of Jackie Coogan and Charlie Chaplin (though Benigni, unlike Chaplin, keeps the best of the comedy moments). Guido attempts to keep from the boy the horrors of what is going on, and this eventually manifests itself as a game where the aim is to score 100 points, with the winner winning a real tank (which, of course appeals to the young boy). Comic moments are still present, that involving Guido's translation of the rules of the camp is particularly notable, but it becomes somewhat more difficult to laugh when we consider the gravity of what is going on.

The emphasis begins shifts, and we realise that this is a film about human spirit above all else. Guido not only appeals to the audience due to his comedy and sheer pleasantness, but also in the way that he loves his family and the measures that he will go to to protect them.

This is certainly no Schindler's List, but it never pretends to be. Occasionally events seem a little contrived, but this does seem to work in the film's favour. However, this film avoids the tendency of Hollywood to go far over the top in emotional and credibility terms.

Benigni shines like a lantern throughout the picture, showing that he is a talent, not only in comedy terms, that far outshines his peers. Cantanari is a delight, and Braschi also plays her part well. There is even an appearance by The Magnificent Seven's Horst Buchholz as Doctor Lessing, a man who events change for the worse.

Please don't let the fact that it, to all but the Italians, is a foreign language film. The language itself adds a beauty of form to the film, much as it did in the case of Il Postino. This has to be a certainty for the Best Foreign Language Film Oscar, though something tells me that it will be overlooked for other awards as it is Italian and not a mainstream English language picture.

Please see this film, and make up your own mind. It is appealing in so many different ways that I'm sure that you will not be disappointed.",0.17700892857142853
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",9,11 nov 2005,"I have never in my life seen a movie that so truly symbolizes its name and its message. Roberto Benigni - 'The Italian Treasure House' has probably given to his viewers his best. The story, the performances, the entire theme of a person performing his duties as a husband, as a father is very 'moving' and inspiring. 'Life is beautiful' as the name goes is about a Jewish man, who falls in love with a non-Jewish lady, marries her, has a kid and who is then taken as a prisoner in a concentration camp along with his wife and kid. But the way he protects his kid from the horrors of the genocide, how he always tries to find ways to make his wife and kid smile and laugh, is what makes the movie, a MUST SEE.

It is certainly one of the best movies that I have seen.",0.36648351648351646
27. La vida es bella,N/A,Tiempo de ejecución,1997,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini",10,18 jul 2005,N/A,0.0
